model,calibration,threshold,split,roc_auc,pr_auc,log_loss,brier,precision,recall,f1
logistic_l1,uncalibrated,0.4,val,0.6962167743301916,0.3976004138809298,0.6289499712107646,0.21895434300834946,0.32277526395173456,0.8045112781954887,0.4607104413347686
logistic_l1,uncalibrated,0.4,test,0.6927632144391922,0.3532089936427266,0.6499916320656727,0.2234351886178219,0.2882703777335984,0.8100558659217877,0.4252199413489736
